Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1974","1974","ha","5200","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1975","1975","ha","5700","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1976","1976","ha","5100","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1977","1977","ha","9350","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1978","1978","ha","8960","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1979","1979","ha","9560","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1980","1980","ha","10230","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1981","1981","ha","10830","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1982","1982","ha","11430","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1983","1983","ha","12050","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1984","1984","ha","12390","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1985","1985","ha","12530","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1986","1986","ha","12500","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1987","1987","ha","15389","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1988","1988","ha","21355","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1989","1989","ha","24878","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1990","1990","ha","25102","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1991","1991","ha","24822","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1992","1992","ha","34010","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1993","1993","ha","35000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1994","1994","ha","40000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1995","1995","ha","40000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1996","1996","ha","39970","I","Imputed value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1997","1997","ha","37235","I","Imputed value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1998","1998","ha","40000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","1999","1999","ha","42600","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2000","2000","ha","40000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2001","2001","ha","50000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2002","2002","ha","47500","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2003","2003","ha","52100","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2004","2004","ha","57800","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2005","2005","ha","60500","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2006","2006","ha","66000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2007","2007","ha","65000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2008","2008","ha","68000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2009","2009","ha","80000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2010","2010","ha","106400","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2011","2011","ha","111000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2012","2012","ha","116000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2013","2013","ha","118000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2014","2014","ha","118740","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2015","2015","ha","120000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2016","2016","ha","122000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2017","2017","ha","137000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2018","2018","ha","139000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2019","2019","ha","140000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01330","Grapes","2020","2020","ha","140000","A","Official figure"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1961","1961","hg/ha","159091","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1962","1962","hg/ha","163043","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1963","1963","hg/ha","160000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1964","1964","hg/ha","160714","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1965","1965","hg/ha","161290","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1966","1966","hg/ha","161765","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1967","1967","hg/ha","161972","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1968","1968","hg/ha","162162","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1969","1969","hg/ha","160256","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1970","1970","hg/ha","162500","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1971","1971","hg/ha","160714","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1972","1972","hg/ha","160465","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1973","1973","hg/ha","160920","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1974","1974","hg/ha","173077","I","Imputed value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1975","1975","hg/ha","166667","I","Imputed value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1976","1976","hg/ha","187059","I","Imputed value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1977","1977","hg/ha","161102","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1978","1978","hg/ha","185268","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1979","1979","hg/ha","190544","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1980","1980","hg/ha","191447","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1981","1981","hg/ha","192059","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1982","1982","hg/ha","218723","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1983","1983","hg/ha","196697","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1984","1984","hg/ha","218232","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1985","1985","hg/ha","220000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1986","1986","hg/ha","208000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1987","1987","hg/ha","163126","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1988","1988","hg/ha","194921","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1989","1989","hg/ha","150549","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1990","1990","hg/ha","162605","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1991","1991","hg/ha","166195","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1992","1992","hg/ha","192050","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1993","1993","hg/ha","200000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1994","1994","hg/ha","175000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1995","1995","hg/ha","175000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1996","1996","hg/ha","200150","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1997","1997","hg/ha","217537","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1998","1998","hg/ha","242500","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","1999","1999","hg/ha","254225","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2000","2000","hg/ha","282500","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2001","2001","hg/ha","212000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2002","2002","hg/ha","249305","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2003","2003","hg/ha","239501","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2004","2004","hg/ha","255156","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2005","2005","hg/ha","258628","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2006","2006","hg/ha","249939","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2007","2007","hg/ha","259277","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2008","2008","hg/ha","255147","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2009","2009","hg/ha","234750","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2010","2010","hg/ha","82773","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2011","2011","hg/ha","111261","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2012","2012","hg/ha","191466","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2013","2013","hg/ha","210424","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2014","2014","hg/ha","217731","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2015","2015","hg/ha","216833","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2016","2016","hg/ha","212295","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2017","2017","hg/ha","213285","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2018","2018","hg/ha","210072","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2019","2019","hg/ha","217214","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01330","Grapes","2020","2020","hg/ha","223214","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1961","1961","tonnes","70000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1962","1962","tonnes","75000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1963","1963","tonnes","80000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1964","1964","tonnes","90000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1965","1965","tonnes","100000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1966","1966","tonnes","110000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1967","1967","tonnes","115000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1968","1968","tonnes","120000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1969","1969","tonnes","125000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1970","1970","tonnes","130000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1971","1971","tonnes","135000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1972","1972","tonnes","138000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1973","1973","tonnes","140000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1974","1974","tonnes","90000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1975","1975","tonnes","95000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1976","1976","tonnes","95400","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1977","1977","tonnes","150630","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1978","1978","tonnes","166000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1979","1979","tonnes","182160","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1980","1980","tonnes","195850","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1981","1981","tonnes","208000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1982","1982","tonnes","250000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1983","1983","tonnes","237020","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1984","1984","tonnes","270390","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1985","1985","tonnes","275660","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1986","1986","tonnes","260000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1987","1987","tonnes","251035","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1988","1988","tonnes","416253","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1989","1989","tonnes","374535","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1990","1990","tonnes","408170","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1991","1991","tonnes","412530","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1992","1992","tonnes","653163","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1993","1993","tonnes","700000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1994","1994","tonnes","700000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1995","1995","tonnes","700000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1996","1996","tonnes","800000","T","Unofficial figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1997","1997","tonnes","810000","T","Unofficial figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1998","1998","tonnes","970000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","1999","1999","tonnes","1083000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2000","2000","tonnes","1130000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2001","2001","tonnes","1060000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2002","2002","tonnes","1184200","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2003","2003","tonnes","1247800","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2004","2004","tonnes","1474800","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2005","2005","tonnes","1564700","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2006","2006","tonnes","1649600","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2007","2007","tonnes","1685300","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2008","2008","tonnes","1735000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2009","2009","tonnes","1878000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2010","2010","tonnes","880700","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2011","2011","tonnes","1235000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2012","2012","tonnes","2221000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2013","2013","tonnes","2483000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2014","2014","tonnes","2585340","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2015","2015","tonnes","2602000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2016","2016","tonnes","2590000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2017","2017","tonnes","2922000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2018","2018","tonnes","2920000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2019","2019","tonnes","3041000","A","Official figure"
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2020","2020","tonnes","3125000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1961","1961","ha","35000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1962","1962","ha","38000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1963","1963","ha","40000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1964","1964","ha","35000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1965","1965","ha","30000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1966","1966","ha","27000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1967","1967","ha","27000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1968","1968","ha","27000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1969","1969","ha","27000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1970","1970","ha","27000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1971","1971","ha","30000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1972","1972","ha","30000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1973","1973","ha","33000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1974","1974","ha","28100","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1975","1975","ha","39800","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1976","1976","ha","35900","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1977","1977","ha","41500","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1978","1978","ha","49200","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1979","1979","ha","59700","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1980","1980","ha","59300","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1981","1981","ha","60500","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1982","1982","ha","63400","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1983","1983","ha","80700","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1984","1984","ha","72600","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1985","1985","ha","57700","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1986","1986","ha","59600","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1987","1987","ha","93700","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1988","1988","ha","85600","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1989","1989","ha","85400","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1990","1990","ha","90100","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1991","1991","ha","94300","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1992","1992","ha","85500","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1993","1993","ha","76200","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1994","1994","ha","98900","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1995","1995","ha","111900","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1996","1996","ha","94300","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1997","1997","ha","108800","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1998","1998","ha","123200","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","1999","1999","ha","118800","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2000","2000","ha","124600","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2001","2001","ha","120000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2002","2002","ha","113954","I","Imputed value"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2003","2003","ha","111500","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2004","2004","ha","138900","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2005","2005","ha","144100","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2006","2006","ha","134900","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2007","2007","ha","159200","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2008","2008","ha","206120","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2009","2009","ha","166210","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2010","2010","ha","164860","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2011","2011","ha","200600","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2012","2012","ha","242000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2013","2013","ha","248000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2014","2014","ha","231000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2015","2015","ha","262000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2016","2016","ha","281000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2017","2017","ha","321000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2018","2018","ha","317000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2019","2019","ha","358000","A","Official figure"
"QCL","Crops and livestock products","356","India","5312","Area harvested","01252","Green garlic","2020","2020","ha","363000","A","Official figure"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1961","1961","hg/ha","37143","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1962","1962","hg/ha","36053","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1963","1963","hg/ha","36000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1964","1964","hg/ha","36000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1965","1965","hg/ha","36000","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1966","1966","hg/ha","37037","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1967","1967","hg/ha","37037","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1968","1968","hg/ha","37037","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1969","1969","hg/ha","37037","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1970","1970","hg/ha","37037","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1971","1971","hg/ha","36667","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1972","1972","hg/ha","36667","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1973","1973","hg/ha","36364","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1974","1974","hg/ha","29751","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1975","1975","hg/ha","35327","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1976","1976","hg/ha","36100","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1977","1977","hg/ha","32120","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1978","1978","hg/ha","33984","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1979","1979","hg/ha","34439","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1980","1980","hg/ha","36425","E","Estimated value"
"QCL","Crops and livestock products","356","India","5419","Yield","01252","Green garlic","1981","1981","hg/ha","37967","E","Estimated value"
