Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2010","2010","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2011","2011","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2012","2012","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2013","2013","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2014","2014","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2015","2015","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2016","2016","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2017","2017","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2018","2018","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2019","2019","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2020","2020","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","2021","2021","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1961","1961","°C","-0.026","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1962","1962","°C","-0.151","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1963","1963","°C","-0.751","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1964","1964","°C","0.562","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1965","1965","°C","-1.246","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1966","1966","°C","0.006","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1967","1967","°C","-0.799","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1968","1968","°C","-0.913","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1969","1969","°C","0.491","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1970","1970","°C","0.515","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1971","1971","°C","-0.01","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1972","1972","°C","-0.518","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1973","1973","°C","1.42","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1974","1974","°C","0.638","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1975","1975","°C","0.53","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1976","1976","°C","-0.504","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1977","1977","°C","-0.362","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1978","1978","°C","-0.165","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1979","1979","°C","0.232","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1980","1980","°C","1.088","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1981","1981","°C","-0.011","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1982","1982","°C","-0.608","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1983","1983","°C","-1.22","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1984","1984","°C","0.219","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1985","1985","°C","0.368","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1986","1986","°C","0.085","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1987","1987","°C","0.344","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1988","1988","°C","0.575","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1989","1989","°C","-0.196","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1990","1990","°C","-0.179","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1991","1991","°C","-0.278","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1992","1992","°C","0.01","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1993","1993","°C","-0.238","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1994","1994","°C","-0.63","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1995","1995","°C","-0.093","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1996","1996","°C","0.014","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1997","1997","°C","-1.419","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1998","1998","°C","0.519","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","1999","1999","°C","1.225","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2000","2000","°C","1.005","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2001","2001","°C","-0.242","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2002","2002","°C","0.931","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2003","2003","°C","0.882","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2004","2004","°C","0.978","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2005","2005","°C","-0.099","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2006","2006","°C","0.195","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2007","2007","°C","0.92","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2008","2008","°C","-0.025","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2009","2009","°C","0.902","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2010","2010","°C","2.081","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2011","2011","°C","-0.441","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2012","2012","°C","0.284","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2013","2013","°C","0.187","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2014","2014","°C","0.328","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2015","2015","°C","-0.499","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2016","2016","°C","1.765","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2017","2017","°C","1.31","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2018","2018","°C","0.708","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2019","2019","°C","1.14","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2020","2020","°C","0.183","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7004","April","2021","2021","°C","0.604","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1961","1961","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1962","1962","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1963","1963","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1964","1964","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1965","1965","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1966","1966","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1967","1967","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1968","1968","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1969","1969","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1970","1970","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1971","1971","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1972","1972","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1973","1973","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1974","1974","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1975","1975","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1976","1976","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1977","1977","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1978","1978","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1979","1979","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1980","1980","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1981","1981","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1982","1982","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1983","1983","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1984","1984","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1985","1985","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1986","1986","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1987","1987","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1988","1988","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1989","1989","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1990","1990","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1991","1991","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1992","1992","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1993","1993","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1994","1994","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1995","1995","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1996","1996","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1997","1997","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1998","1998","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","1999","1999","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2000","2000","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2001","2001","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2002","2002","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2003","2003","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2004","2004","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2005","2005","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2006","2006","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2007","2007","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2008","2008","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2009","2009","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2010","2010","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2011","2011","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2012","2012","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2013","2013","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2014","2014","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2015","2015","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2016","2016","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2017","2017","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2018","2018","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2019","2019","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2020","2020","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7004","April","2021","2021","°C","0.703","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1961","1961","°C","-0.08","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1962","1962","°C","-0.333","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1963","1963","°C","-0.528","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1964","1964","°C","-0.203","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1965","1965","°C","-0.525","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1966","1966","°C","0.176","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1967","1967","°C","-0.085","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1968","1968","°C","-0.524","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1969","1969","°C","-0.322","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1970","1970","°C","0.554","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1971","1971","°C","-1.075","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1972","1972","°C","0.4","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1973","1973","°C","0.49","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1974","1974","°C","-0.42","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1975","1975","°C","0.479","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1976","1976","°C","-0.358","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1977","1977","°C","-1.199","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1978","1978","°C","0.721","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1979","1979","°C","-0.267","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1980","1980","°C","0.822","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1981","1981","°C","-0.045","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1982","1982","°C","-0.938","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1983","1983","°C","-0.447","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1984","1984","°C","0.955","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1985","1985","°C","0.461","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1986","1986","°C","-0.426","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1987","1987","°C","-0.773","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1988","1988","°C","1.167","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1989","1989","°C","0.435","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1990","1990","°C","-1.004","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1991","1991","°C","0.468","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1992","1992","°C","-0.311","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1993","1993","°C","0.37","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1994","1994","°C","0.6","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1995","1995","°C","0.085","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1996","1996","°C","0.454","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1997","1997","°C","-0.541","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1998","1998","°C","1.221","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","1999","1999","°C","-0.246","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2000","2000","°C","-0.07","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2001","2001","°C","0.299","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2002","2002","°C","0.931","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2003","2003","°C","0.675","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2004","2004","°C","-0.017","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2005","2005","°C","0.115","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2006","2006","°C","0.19","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2007","2007","°C","0.302","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2008","2008","°C","-0.007","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2009","2009","°C","0.477","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2010","2010","°C","1.175","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2011","2011","°C","0.335","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2012","2012","°C","0.799","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2013","2013","°C","0.949","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2014","2014","°C","-0.096","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2015","2015","°C","0.755","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2016","2016","°C","0.68","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2017","2017","°C","0.949","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2018","2018","°C","0.721","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2019","2019","°C","0.962","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2020","2020","°C","0.243","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7005","May","2021","2021","°C","-0.858","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1961","1961","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1962","1962","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1963","1963","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1964","1964","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1965","1965","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1966","1966","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1967","1967","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1968","1968","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1969","1969","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1970","1970","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1971","1971","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1972","1972","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1973","1973","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1974","1974","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1975","1975","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1976","1976","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1977","1977","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1978","1978","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1979","1979","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1980","1980","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1981","1981","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1982","1982","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1983","1983","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1984","1984","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1985","1985","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1986","1986","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1987","1987","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1988","1988","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1989","1989","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1990","1990","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1991","1991","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1992","1992","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1993","1993","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1994","1994","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1995","1995","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1996","1996","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1997","1997","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1998","1998","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","1999","1999","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2000","2000","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2001","2001","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2002","2002","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2003","2003","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2004","2004","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2005","2005","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2006","2006","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2007","2007","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2008","2008","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2009","2009","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2010","2010","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2011","2011","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2012","2012","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2013","2013","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2014","2014","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2015","2015","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2016","2016","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2017","2017","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2018","2018","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2019","2019","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2020","2020","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7005","May","2021","2021","°C","0.536","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1961","1961","°C","-0.599","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1962","1962","°C","-0.011","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1963","1963","°C","-0.125","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1964","1964","°C","0.001","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1965","1965","°C","0.581","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1966","1966","°C","-0.044","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1967","1967","°C","0.299","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1968","1968","°C","0.004","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1969","1969","°C","0.514","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1970","1970","°C","-0.79","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1971","1971","°C","-1.381","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1972","1972","°C","1.168","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1973","1973","°C","0.012","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1974","1974","°C","-0.226","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1975","1975","°C","-0.389","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1976","1976","°C","-0.548","E","Estimated value"
