Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1984","1984","°C","0.7","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1985","1985","°C","1.406","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1986","1986","°C","0.16","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1987","1987","°C","0.118","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1988","1988","°C","0.4","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1989","1989","°C","-0.474","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1990","1990","°C","-1.023","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1991","1991","°C","0.493","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1992","1992","°C","0.232","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1993","1993","°C","-0.848","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1994","1994","°C","1.116","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1995","1995","°C","-0.586","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1996","1996","°C","1.166","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1997","1997","°C","0.136","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1998","1998","°C","-0.559","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","1999","1999","°C","0.961","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2000","2000","°C","-0.373","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2001","2001","°C","0.4","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2002","2002","°C","0.888","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2003","2003","°C","0.24","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2004","2004","°C","1.898","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2005","2005","°C","0.796","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2006","2006","°C","0.075","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2007","2007","°C","0.057","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2008","2008","°C","0.759","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2009","2009","°C","1.126","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2010","2010","°C","2.264","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2011","2011","°C","0.624","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2012","2012","°C","0.388","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2013","2013","°C","0.657","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2014","2014","°C","-0.287","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2015","2015","°C","-0.107","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2016","2016","°C","1.654","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2017","2017","°C","0.671","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2018","2018","°C","1.473","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2019","2019","°C","0.242","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2020","2020","°C","-0.213","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7003","March","2021","2021","°C","1.654","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1961","1961","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1962","1962","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1963","1963","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1964","1964","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1965","1965","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1966","1966","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1967","1967","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1968","1968","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1969","1969","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1970","1970","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1971","1971","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1972","1972","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1973","1973","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1974","1974","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1975","1975","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1976","1976","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1977","1977","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1978","1978","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1979","1979","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1980","1980","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1981","1981","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1982","1982","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1983","1983","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1984","1984","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1985","1985","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1986","1986","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1987","1987","°C","0.785","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7003","March","1988","1988","°C","0.785","E","Estimated value"
